source_platform,title,claim,raw_content,label,category,source_name,source_url,verdict_details,published_at,crawled_at,id
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Bantuan Haji... [PENIPUAN] Tautan Pendaftaran Bantuan Haji dan Umrah,[PENIPUAN] Tautan Pendaftaran Bantuan Haji... [PENIPUAN] Tautan Pendaftaran Bantuan Haji dan Umrah,"Faktanya, tautan terindikasi penipuan/phising karena mengarahkan... Faktanya, tautan terindikasi penipuan/phising karena mengarahkan pengguna ke halaman...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35845-penipuan-tautan-pendaftaran-bantuan-haji-dan-umrah,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan terindikasi penipuan/phising karena mengarahkan... Faktanya, tautan terindikasi penipuan/phising karena mengarahkan pengguna ke halaman...",2026-01-23 08:13:34,2026-08-15 03:05:59,1313
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Bantuan Alat... [PENIPUAN] Tautan Pendaftaran Bantuan Alat Perikanan,[PENIPUAN] Tautan Pendaftaran Bantuan Alat... [PENIPUAN] Tautan Pendaftaran Bantuan Alat Perikanan,"Faktanya, tautan terindikasi penipuan/phising karena mengarahkan... Faktanya, tautan terindikasi penipuan/phising karena mengarahkan pengguna ke halaman...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35844-penipuan-tautan-pendaftaran-bantuan-alat-perikanan,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan terindikasi penipuan/phising karena mengarahkan... Faktanya, tautan terindikasi penipuan/phising karena mengarahkan pengguna ke halaman...",2026-02-06 08:22:12,2026-08-15 03:05:59,1314
TurnBackHoax.id,[PENIPUAN] Pendaftaran Lowongan Kerja Telkomsel... [PENIPUAN] Pendaftaran Lowongan Kerja Telkomsel Melalui DM...,[PENIPUAN] Pendaftaran Lowongan Kerja Telkomsel... [PENIPUAN] Pendaftaran Lowongan Kerja Telkomsel Melalui DM...,Pendaftaran lowongan kerja Telkomsel hanya dilakukan... Pendaftaran lowongan kerja Telkomsel hanya dilakukan melalui laman resmi...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35843-penipuan-pendaftaran-lowongan-kerja-telkomsel-melalui-dm-tiktok,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Pendaftaran lowongan kerja Telkomsel hanya dilakukan... Pendaftaran lowongan kerja Telkomsel hanya dilakukan melalui laman resmi...,2026-05-24 09:28:11,2026-08-15 03:05:59,1315
TurnBackHoax.id,[SALAH] 500 Juta Anak Kekurangan... [SALAH] 500 Juta Anak Kekurangan Gizi Usai...,[SALAH] 500 Juta Anak Kekurangan... [SALAH] 500 Juta Anak Kekurangan Gizi Usai...,Tidak ditemukan informasi valid dan pemberitaan... Tidak ditemukan informasi valid dan pemberitaan kredibel yang membenarkan...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35660-salah-500-juta-anak-kekurangan-gizi-usai-mbg-diliburkan,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Tidak ditemukan informasi valid dan pemberitaan... Tidak ditemukan informasi valid dan pemberitaan kredibel yang membenarkan...,2026-07-25 10:06:25,2026-08-15 03:05:59,1316
TurnBackHoax.id,[SALAH] Gunung Api Bawah Laut... [SALAH] Gunung Api Bawah Laut di AS...,[SALAH] Gunung Api Bawah Laut... [SALAH] Gunung Api Bawah Laut di AS...,Ahli vulkanologi dan United States Geological... Ahli vulkanologi dan United States Geological Survey menyatakan tidak...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35656-salah-gunung-api-bawah-laut-di-as-dan-jepang-bakal-meletus-bersamaan,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Ahli vulkanologi dan United States Geological... Ahli vulkanologi dan United States Geological Survey menyatakan tidak...,2026-05-20 09:25:43,2026-08-15 03:05:59,1317
TurnBackHoax.id,"[SALAH] Mulai Juli, Harga Pertamax... [SALAH] Mulai Juli, Harga Pertamax Turun ke...","[SALAH] Mulai Juli, Harga Pertamax... [SALAH] Mulai Juli, Harga Pertamax Turun ke...","Faktanya, daftar harga resmi BBM Pertamina... Faktanya, daftar harga resmi BBM Pertamina per 1 Juli...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35655-salah-mulai-juli-harga-pertamax-turun-ke-rp12-800-per-liter,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, daftar harga resmi BBM Pertamina... Faktanya, daftar harga resmi BBM Pertamina per 1 Juli...",2026-05-06 09:17:05,2026-08-15 03:05:59,1318
TurnBackHoax.id,[PENIPUAN] Purbaya: Setiap Keluarga Wajib... [PENIPUAN] Purbaya: Setiap Keluarga Wajib Terima Bantuan...,[PENIPUAN] Purbaya: Setiap Keluarga Wajib... [PENIPUAN] Purbaya: Setiap Keluarga Wajib Terima Bantuan...,"Konten yang beredar adalah hasil rekayasa... Konten yang beredar adalah hasil rekayasa AI, probabilitas atau...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35654-penipuan-purbaya-setiap-keluarga-wajib-terima-bantuan-ratusan-juta,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Konten yang beredar adalah hasil rekayasa... Konten yang beredar adalah hasil rekayasa AI, probabilitas atau...",2026-03-05 08:38:51,2026-08-15 03:05:59,1319
TurnBackHoax.id,[PENIPUAN] Pendaftaran Pinjaman Koperasi Merah... [PENIPUAN] Pendaftaran Pinjaman Koperasi Merah Putih,[PENIPUAN] Pendaftaran Pinjaman Koperasi Merah... [PENIPUAN] Pendaftaran Pinjaman Koperasi Merah Putih,"Faktanya, pengajuan pinjaman hanya bisa dilakukan... Faktanya, pengajuan pinjaman hanya bisa dilakukan melalui koperasi tempat...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35653-penipuan-pendaftaran-pinjaman-koperasi-merah-putih,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, pengajuan pinjaman hanya bisa dilakukan... Faktanya, pengajuan pinjaman hanya bisa dilakukan melalui koperasi tempat...",2026-07-04 09:53:28,2026-08-15 03:05:59,1320
TurnBackHoax.id,[SALAH] MK Alihkan Dana MBG... [SALAH] MK Alihkan Dana MBG ke Pendidikan...,[SALAH] MK Alihkan Dana MBG... [SALAH] MK Alihkan Dana MBG ke Pendidikan...,"Tidak ditemukan informasi kredibel yang membenarkan... Tidak ditemukan informasi kredibel yang membenarkan klaim. Jadi, unggahan...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35652-salah-mk-alihkan-dana-mbg-ke-pendidikan-usai-program-mbg-ditutup,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Tidak ditemukan informasi kredibel yang membenarkan... Tidak ditemukan informasi kredibel yang membenarkan klaim. Jadi, unggahan...",2026-02-08 08:23:26,2026-08-15 03:05:59,1321
TurnBackHoax.id,[SALAH] Pemerintah Bakal Pungut Pajak... [SALAH] Pemerintah Bakal Pungut Pajak Sepeda,[SALAH] Pemerintah Bakal Pungut Pajak... [SALAH] Pemerintah Bakal Pungut Pajak Sepeda,"Faktanya, tidak ditemukan informasi kredibel yang... Faktanya, tidak ditemukan informasi kredibel yang membenarkan klaim. Jadi,...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35651-salah-pemerintah-bakal-pungut-pajak-sepeda,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tidak ditemukan informasi kredibel yang... Faktanya, tidak ditemukan informasi kredibel yang membenarkan klaim. Jadi,...",2026-01-03 08:01:14,2026-08-15 03:05:59,1322
TurnBackHoax.id,[PENIPUAN] Pendaftaran Bantuan Motor Listrik... [PENIPUAN] Pendaftaran Bantuan Motor Listrik Gratis dari...,[PENIPUAN] Pendaftaran Bantuan Motor Listrik... [PENIPUAN] Pendaftaran Bantuan Motor Listrik Gratis dari...,Nomor WA yang tertera tidak berhubungan... Nomor WA yang tertera tidak berhubungan dengan pemerintah. Selain...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35650-penipuan-pendaftaran-bantuan-motor-listrik-gratis-dari-pemerintah,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Nomor WA yang tertera tidak berhubungan... Nomor WA yang tertera tidak berhubungan dengan pemerintah. Selain...,2026-05-07 09:17:42,2026-08-15 03:05:59,1323
TurnBackHoax.id,[PENIPUAN] Tautan Lowongan Kerja Bank... [PENIPUAN] Tautan Lowongan Kerja Bank Danamon,[PENIPUAN] Tautan Lowongan Kerja Bank... [PENIPUAN] Tautan Lowongan Kerja Bank Danamon,"Faktanya, tautan pendaftaran tidak mengarah ke... Faktanya, tautan pendaftaran tidak mengarah ke laman resmi Bank...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35649-penipuan-tautan-lowongan-kerja-bank-danamon,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan pendaftaran tidak mengarah ke... Faktanya, tautan pendaftaran tidak mengarah ke laman resmi Bank...",2026-04-20 09:07:13,2026-08-15 03:05:59,1324
TurnBackHoax.id,[PENIPUAN] Purbaya Minta Data Pribadi... [PENIPUAN] Purbaya Minta Data Pribadi untuk Salurkan...,[PENIPUAN] Purbaya Minta Data Pribadi... [PENIPUAN] Purbaya Minta Data Pribadi untuk Salurkan...,"Faktanya, audio tersebut tersebut diketahui hasil... Faktanya, audio tersebut tersebut diketahui hasil rekayasa Artificial Intelligence...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35611-penipuan-purbaya-minta-data-pribadi-untuk-salurkan-bantuan-kemenkeu,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, audio tersebut tersebut diketahui hasil... Faktanya, audio tersebut tersebut diketahui hasil rekayasa Artificial Intelligence...",2026-03-25 08:51:11,2026-08-15 03:05:59,1325
TurnBackHoax.id,"[SALAH] Dokumentasi ""Kebakaran Basis Militer... [SALAH] Dokumentasi ""Kebakaran Basis Militer AS di...","[SALAH] Dokumentasi ""Kebakaran Basis Militer... [SALAH] Dokumentasi ""Kebakaran Basis Militer AS di...","Faktanya, video yang dibagikan adalah rekaman... Faktanya, video yang dibagikan adalah rekaman peristiwa serangan Iran...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35878-salah-dokumentasi-kebakaran-basis-militer-as-di-arab-saudi-karena-serangan-oleh-iran,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, video yang dibagikan adalah rekaman... Faktanya, video yang dibagikan adalah rekaman peristiwa serangan Iran...",2026-05-15 09:22:38,2026-08-15 03:06:00,1326
TurnBackHoax.id,"[SALAH] Dokumentasi ""Markas AS di... [SALAH] Dokumentasi ""Markas AS di Timur Tengah...","[SALAH] Dokumentasi ""Markas AS di... [SALAH] Dokumentasi ""Markas AS di Timur Tengah...","Faktanya, video yang dibagikan adalah video... Faktanya, video yang dibagikan adalah video latihan persiapan peluncuran...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35873-salah-dokumentasi-markas-as-di-timur-tengah-panik-imbas-serangan-balasan-iran,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, video yang dibagikan adalah video... Faktanya, video yang dibagikan adalah video latihan persiapan peluncuran...",2026-07-01 09:51:37,2026-08-15 03:06:00,1327
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Program Bantuan... [PENIPUAN] Tautan Pendaftaran Program Bantuan Pendidikan dan...,[PENIPUAN] Tautan Pendaftaran Program Bantuan... [PENIPUAN] Tautan Pendaftaran Program Bantuan Pendidikan dan...,"Faktanya, tautan bukan saluran resmi dari... Faktanya, tautan bukan saluran resmi dari pemerintah untuk mendapatkan...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35871-penipuan-tautan-pendaftaran-program-bantuan-pendidikan-dan-perumahan-2026,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan bukan saluran resmi dari... Faktanya, tautan bukan saluran resmi dari pemerintah untuk mendapatkan...",2026-03-14 08:44:24,2026-08-15 03:06:00,1328
TurnBackHoax.id,[SALAH] Bahlil Bakal Sita Televisi... [SALAH] Bahlil Bakal Sita Televisi Milik Penunggak...,[SALAH] Bahlil Bakal Sita Televisi... [SALAH] Bahlil Bakal Sita Televisi Milik Penunggak...,"Faktanya, Juru Bicara Kementerian ESDM, Dwi... Faktanya, Juru Bicara Kementerian ESDM, Dwi Anggia menegaskan klaim...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35870-salah-bahlil-bakal-sita-televisi-milik-penunggak-pajak,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, Juru Bicara Kementerian ESDM, Dwi... Faktanya, Juru Bicara Kementerian ESDM, Dwi Anggia menegaskan klaim...",2026-06-27 09:49:09,2026-08-15 03:06:00,1329
TurnBackHoax.id,[PENIPUAN] Video Pendaftaran Lowongan Kerja... [PENIPUAN] Video Pendaftaran Lowongan Kerja Aice,[PENIPUAN] Video Pendaftaran Lowongan Kerja... [PENIPUAN] Video Pendaftaran Lowongan Kerja Aice,Unggahan foto berisi klaim “pendaftaran lowongan... Unggahan foto berisi klaim “pendaftaran lowongan kerja Aice” yang...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35869-penipuan-video-pendaftaran-lowongan-kerja-aice,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Unggahan foto berisi klaim “pendaftaran lowongan... Unggahan foto berisi klaim “pendaftaran lowongan kerja Aice” yang...,2026-07-10 09:57:10,2026-08-15 03:06:00,1330
TurnBackHoax.id,[PENIPUAN] Video Pendaftaran Lowongan Kerja... [PENIPUAN] Video Pendaftaran Lowongan Kerja Kopi Kenangan,[PENIPUAN] Video Pendaftaran Lowongan Kerja... [PENIPUAN] Video Pendaftaran Lowongan Kerja Kopi Kenangan,Unggahan video berisi klaim “pendaftaran lowongan... Unggahan video berisi klaim “pendaftaran lowongan kerja Kopi Kenangan”...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35868-penipuan-video-pendaftaran-lowongan-kerja-kopi-kenangan,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Unggahan video berisi klaim “pendaftaran lowongan... Unggahan video berisi klaim “pendaftaran lowongan kerja Kopi Kenangan”...,2026-01-08 08:04:19,2026-08-15 03:06:00,1331
TurnBackHoax.id,[PENIPUAN] Lowongan Kerja PT Permodalan... [PENIPUAN] Lowongan Kerja PT Permodalan Nasional Madani,[PENIPUAN] Lowongan Kerja PT Permodalan... [PENIPUAN] Lowongan Kerja PT Permodalan Nasional Madani,"Faktanya, tautan pendaftaran tidak mengarah ke... Faktanya, tautan pendaftaran tidak mengarah ke laman resmi PT...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35864-penipuan-lowongan-kerja-pt-permodalan-nasional-madani,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan pendaftaran tidak mengarah ke... Faktanya, tautan pendaftaran tidak mengarah ke laman resmi PT...",2026-02-07 08:22:49,2026-08-15 03:06:00,1332
TurnBackHoax.id,[SALAH] Bank Indonesia Menerbitkan Uang... [SALAH] Bank Indonesia Menerbitkan Uang Kertas Rp5...,[SALAH] Bank Indonesia Menerbitkan Uang... [SALAH] Bank Indonesia Menerbitkan Uang Kertas Rp5...,BI tidak pernah menerbitkan uang kertas... BI tidak pernah menerbitkan uang kertas pecahan Rp5 juta....,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35861-salah-bank-indonesia-menerbitkan-uang-kertas-rp5-juta-bergambar-soekarno,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). BI tidak pernah menerbitkan uang kertas... BI tidak pernah menerbitkan uang kertas pecahan Rp5 juta....,2026-07-13 09:59:01,2026-08-15 03:06:00,1333
TurnBackHoax.id,[SALAH] Paus Fransiskus dan Imam... [SALAH] Paus Fransiskus dan Imam Besar Al...,[SALAH] Paus Fransiskus dan Imam... [SALAH] Paus Fransiskus dan Imam Besar Al...,"Faktanya, perjanjian yang pernah ditandatangani dua... Faktanya, perjanjian yang pernah ditandatangani dua pemuka agama besar...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35860-salah-paus-fransiskus-dan-imam-besar-al-azhar-sepakat-membuat-agama-tunggal,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, perjanjian yang pernah ditandatangani dua... Faktanya, perjanjian yang pernah ditandatangani dua pemuka agama besar...",2026-06-09 09:38:03,2026-08-15 03:06:00,1334
TurnBackHoax.id,[SALAH] Daun Patikan China Bisa... [SALAH] Daun Patikan China Bisa Sembuhkan Ambeien...,[SALAH] Daun Patikan China Bisa... [SALAH] Daun Patikan China Bisa Sembuhkan Ambeien...,"Faktanya, daun Patikan China hanya membantu... Faktanya, daun Patikan China hanya membantu meredakan sakit ambeien...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35859-salah-daun-patikan-china-bisa-sembuhkan-ambeien-tanpa-harus-operasi,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, daun Patikan China hanya membantu... Faktanya, daun Patikan China hanya membantu meredakan sakit ambeien...",2026-06-11 09:39:17,2026-08-15 03:06:00,1335
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Bantuan Stimulan... [PENIPUAN] Tautan Pendaftaran Bantuan Stimulan Perumahan Swadaya...,[PENIPUAN] Tautan Pendaftaran Bantuan Stimulan... [PENIPUAN] Tautan Pendaftaran Bantuan Stimulan Perumahan Swadaya...,"Faktanya, mekanisme penyaluran BSPS dilakukan melalui... Faktanya, mekanisme penyaluran BSPS dilakukan melalui proses administratif pemerintah,...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/36043-penipuan-tautan-pendaftaran-bantuan-stimulan-perumahan-swadaya-bsps,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, mekanisme penyaluran BSPS dilakukan melalui... Faktanya, mekanisme penyaluran BSPS dilakukan melalui proses administratif pemerintah,...",2026-01-23 08:13:34,2026-08-15 03:06:00,1336
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Bantuan Pangan... [PENIPUAN] Tautan Pendaftaran Bantuan Pangan 2026,[PENIPUAN] Tautan Pendaftaran Bantuan Pangan... [PENIPUAN] Tautan Pendaftaran Bantuan Pangan 2026,"Faktanya, tautan yang dibagikan tidak mengarah... Faktanya, tautan yang dibagikan tidak mengarah ke laman Cek...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/36042-penipuan-tautan-pendaftaran-bantuan-pangan-2026,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan yang dibagikan tidak mengarah... Faktanya, tautan yang dibagikan tidak mengarah ke laman Cek...",2026-07-31 10:10:07,2026-08-15 03:06:00,1337
TurnBackHoax.id,[PENIPUAN] Foto Lowongan Kerja Customer... [PENIPUAN] Foto Lowongan Kerja Customer Service Tokopedia,[PENIPUAN] Foto Lowongan Kerja Customer... [PENIPUAN] Foto Lowongan Kerja Customer Service Tokopedia,"Faktanya, tautan tidak mengarah ke laman... Faktanya, tautan tidak mengarah ke laman karir resmi Tokopedia...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/36041-penipuan-foto-lowongan-kerja-customer-service-tokopedia,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tautan tidak mengarah ke laman... Faktanya, tautan tidak mengarah ke laman karir resmi Tokopedia...",2026-06-27 09:49:09,2026-08-15 03:06:00,1338
TurnBackHoax.id,[SALAH] Prabowo dan Gibran Ambil... [SALAH] Prabowo dan Gibran Ambil Alih Pengesahan...,[SALAH] Prabowo dan Gibran Ambil... [SALAH] Prabowo dan Gibran Ambil Alih Pengesahan...,"Faktanya, sejauh ini RUU Perampasan Aset... Faktanya, sejauh ini RUU Perampasan Aset masih diproses oleh...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/36020-salah-prabowo-dan-gibran-ambil-alih-pengesahan-ruu-perampasan-aset,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, sejauh ini RUU Perampasan Aset... Faktanya, sejauh ini RUU Perampasan Aset masih diproses oleh...",2026-06-13 09:40:31,2026-08-15 03:06:00,1339
TurnBackHoax.id,[SALAH] Prabowo: Warung Tidak Memberi... [SALAH] Prabowo: Warung Tidak Memberi Keuntungan untuk...,[SALAH] Prabowo: Warung Tidak Memberi... [SALAH] Prabowo: Warung Tidak Memberi Keuntungan untuk...,"Faktanya, tidak ditemukan informasi kredibel yang... Faktanya, tidak ditemukan informasi kredibel yang membenarkan klaim. Jadi,...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/36019-salah-prabowo-warung-tidak-memberi-keuntungan-untuk-negara,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tidak ditemukan informasi kredibel yang... Faktanya, tidak ditemukan informasi kredibel yang membenarkan klaim. Jadi,...",2026-02-13 08:26:31,2026-08-15 03:06:00,1340
TurnBackHoax.id,[SALAH] Polri Temukan Bunker Berisi... [SALAH] Polri Temukan Bunker Berisi Uang Ribuan...,[SALAH] Polri Temukan Bunker Berisi... [SALAH] Polri Temukan Bunker Berisi Uang Ribuan...,"Faktanya,video aslinya menampilkan konferensi pers pengungkapan... Faktanya,video aslinya menampilkan konferensi pers pengungkapan barang bukti hasil...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35991-salah-polri-temukan-bunker-berisi-uang-ribuan-triliun-di-rumah-jokowi,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya,video aslinya menampilkan konferensi pers pengungkapan... Faktanya,video aslinya menampilkan konferensi pers pengungkapan barang bukti hasil...",2026-03-29 08:53:39,2026-08-15 03:06:00,1341
TurnBackHoax.id,[SALAH] Febrie Mau Bongkar Bunker... [SALAH] Febrie Mau Bongkar Bunker Triliunan Rupiah...,[SALAH] Febrie Mau Bongkar Bunker... [SALAH] Febrie Mau Bongkar Bunker Triliunan Rupiah...,"Faktanya, tidak ditemukan pemberitaan kredibel yang... Faktanya, tidak ditemukan pemberitaan kredibel yang membenarkan klaim. Unggahan...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35990-salah-febrie-mau-bongkar-bunker-triliunan-rupiah-milik-jokowi,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, tidak ditemukan pemberitaan kredibel yang... Faktanya, tidak ditemukan pemberitaan kredibel yang membenarkan klaim. Unggahan...",2026-02-04 08:20:58,2026-08-15 03:06:00,1342
TurnBackHoax.id,"[SALAH] Dokumentasi ""Iran Menyerang Fasilitas... [SALAH] Dokumentasi ""Iran Menyerang Fasilitas Minyak di...","[SALAH] Dokumentasi ""Iran Menyerang Fasilitas... [SALAH] Dokumentasi ""Iran Menyerang Fasilitas Minyak di...","Faktanya, video yang dibagikan adalah video... Faktanya, video yang dibagikan adalah video peristiwa ledakan di...",HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35984-salah-dokumentasi-iran-menyerang-fasilitas-minyak-di-tel-aviv,"SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Faktanya, video yang dibagikan adalah video... Faktanya, video yang dibagikan adalah video peristiwa ledakan di...",2026-07-19 10:02:43,2026-08-15 03:06:00,1343
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Lowongan Kerja... [PENIPUAN] Tautan Pendaftaran Lowongan Kerja Ajinomoto,[PENIPUAN] Tautan Pendaftaran Lowongan Kerja... [PENIPUAN] Tautan Pendaftaran Lowongan Kerja Ajinomoto,Unggahan berisi tautan “pendaftaran lowongan kerja... Unggahan berisi tautan “pendaftaran lowongan kerja Ajinomoto” yang mengarah...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35983-penipuan-tautan-pendaftaran-lowongan-kerja-ajinomoto,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Unggahan berisi tautan “pendaftaran lowongan kerja... Unggahan berisi tautan “pendaftaran lowongan kerja Ajinomoto” yang mengarah...,2026-02-23 08:32:41,2026-08-15 03:06:00,1344
TurnBackHoax.id,[PENIPUAN] Foto Pendaftaran Lowongan Kerja... [PENIPUAN] Foto Pendaftaran Lowongan Kerja Pos Properti...,[PENIPUAN] Foto Pendaftaran Lowongan Kerja... [PENIPUAN] Foto Pendaftaran Lowongan Kerja Pos Properti...,Unggahan berisi foto “pendaftaran lowongan kerja... Unggahan berisi foto “pendaftaran lowongan kerja PT Pos Properti...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35982-penipuan-foto-pendaftaran-lowongan-kerja-pos-properti-indonesia,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Unggahan berisi foto “pendaftaran lowongan kerja... Unggahan berisi foto “pendaftaran lowongan kerja PT Pos Properti...,2026-04-26 09:10:55,2026-08-15 03:06:00,1345
TurnBackHoax.id,[PENIPUAN] Tautan Pendaftaran Lowongan Kerja... [PENIPUAN] Tautan Pendaftaran Lowongan Kerja Yamaha Indonesia...,[PENIPUAN] Tautan Pendaftaran Lowongan Kerja... [PENIPUAN] Tautan Pendaftaran Lowongan Kerja Yamaha Indonesia...,Akun dan unggahan video “pendaftaran lowongan... Akun dan unggahan video “pendaftaran lowongan kerja Yamaha Indonesia...,HOAX,Hoax Media Sosial,TurnBackHoax.id (MAFINDO),https://turnbackhoax.id/articles/35805-penipuan-tautan-pendaftaran-lowongan-kerja-yamaha-indonesia-motor-manufacturing,SALAH / HOAX. Artikel cek fakta resmi dari TurnBackHoax.id (MAFINDO). Akun dan unggahan video “pendaftaran lowongan... Akun dan unggahan video “pendaftaran lowongan kerja Yamaha Indonesia...,2026-03-28 08:53:02,2026-08-15 03:06:00,1346
