id,source_platform,original_title,raw_text,cleaned_text,tokens,token_count_before,token_count_after,reduction_percentage,label,category,source_url,published_at,label_text,label_num
823,CekFakta Tempo,[Tempo] Hasil Verifikasi: Badan Standarisasi Nasional tetapkan 50 SNI baru untuk produk baterai kendaraan listrik dan panel surya (Seri 760),[Tempo] Hasil Verifikasi: Badan Standarisasi Nasional tetapkan 50 SNI baru untuk produk baterai kendaraan listrik dan panel surya (Seri 760) Badan Standarisasi Nasional tetapkan 50 SNI baru untuk produk baterai kendaraan listrik dan panel surya per tanggal 2026-01-28 BSN memastikan jaminan mutu dan keselamatan operasional perangkat elektrifikasi transportasi di Indonesia. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-01-28.,tempo hasil verifikasi badan standarisasi nasional tetapkan 50 sni baru produk baterai kendaraan listrik panel surya seri 760 badan standarisasi nasional tetapkan 50 sni baru produk baterai kendaraan listrik panel surya per tanggal 2026 01 28 bsn memastikan jaminan mutu keselamatan operasional perangkat elektrifikasi transportasi indonesia informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 01 28,"tempo,hasil,verifikasi,badan,standarisasi,nasional,tetapkan,50,sni,baru,produk,baterai,kendaraan,listrik,panel,surya,seri,760,badan,standarisasi,nasional,tetapkan,50,sni,baru,produk,baterai,kendaraan,listrik,panel,surya,per,tanggal,2026,01,28,bsn,memastikan,jaminan,mutu,keselamatan,operasional,perangkat,elektrifikasi,transportasi,indonesia,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,01,28",66,62,6.1,FAKTA,Tempo - Sains & Teknologi,https://cekfakta.tempo.co/arsip/2026/1759,2026-01-28 17:53:03,FAKTA,0
824,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN (Seri 761),[Tempo] Siaran Pers Resmi: Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN (Seri 761) Kementerian Keuangan laporkan realisasi penerimaan pajak semester I 2026 capai target APBN per tanggal 2026-01-31 Laporan resmi Kementerian Keuangan per Juli 2026 menunjukkan penerimaan negara dari sektor perpajakan mencapai target kuartalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-01-31.,tempo siaran pers resmi kementerian keuangan laporkan realisasi penerimaan pajak semester 2026 capai target apbn seri 761 kementerian keuangan laporkan realisasi penerimaan pajak semester 2026 capai target apbn per tanggal 2026 01 31 laporan resmi kementerian keuangan per juli 2026 menunjukkan penerimaan negara sektor pe rupiah ajakan mencapai target kuartalan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 01 31,"tempo,siaran,pers,resmi,kementerian,keuangan,laporkan,realisasi,penerimaan,pajak,semester,2026,capai,target,apbn,seri,761,kementerian,keuangan,laporkan,realisasi,penerimaan,pajak,semester,2026,capai,target,apbn,per,tanggal,2026,01,31,laporan,resmi,kementerian,keuangan,per,juli,2026,menunjukkan,penerimaan,negara,sektor,pe,rupiah,ajakan,mencapai,target,kuartalan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,01,31",65,66,-1.5,FAKTA,Tempo - Ekonomi & Keuangan,https://cekfakta.tempo.co/arsip/2026/1760,2026-01-31 17:55:20,FAKTA,0
825,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah (Seri 762),[Tempo] Siaran Pers Resmi: Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah (Seri 762) Bank Indonesia pertahankan BI-Rate pada level 6.00 persen guna jaga stabilitas nilai tukar Rupiah per tanggal 2026-02-03 Rapat Dewan Gubernur Bank Indonesia memutuskan mempertahankan suku bunga acuan untuk mengendalikan inflasi 2026. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-03.,tempo siaran pers resmi bank indonesia pertahankan bi rate level 00 persen guna jaga stabilitas nilai tukar rupiah seri 762 bank indonesia pertahankan bi rate level 00 persen guna jaga stabilitas nilai tukar rupiah per tanggal 2026 02 03 rapat dewan gubernur bank indonesia memutuskan mempertahankan suku bunga acuan mengendalikan inflasi 2026 informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 03,"tempo,siaran,pers,resmi,bank,indonesia,pertahankan,bi,rate,level,00,persen,guna,jaga,stabilitas,nilai,tukar,rupiah,seri,762,bank,indonesia,pertahankan,bi,rate,level,00,persen,guna,jaga,stabilitas,nilai,tukar,rupiah,per,tanggal,2026,02,03,rapat,dewan,gubernur,bank,indonesia,memutuskan,mempertahankan,suku,bunga,acuan,mengendalikan,inflasi,2026,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,03",67,68,-1.5,FAKTA,Tempo - Ekonomi & Keuangan,https://cekfakta.tempo.co/arsip/2026/1761,2026-02-03 17:57:37,FAKTA,0
826,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 (Seri 763),[Tempo] Siaran Pers Resmi: Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 (Seri 763) Otoritas Jasa Keuangan rilis daftar 120 fintech lending dan perbankan digital berizin resmi 2026 per tanggal 2026-02-06 OJK memperbarui direktori entitas keuangan berizin dan mengimbau masyarakat waspada terhadap pinjol ilegal. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-06.,tempo siaran pers resmi otoritas jasa keuangan rilis daftar 120 fintech lending perbankan digital berizin resmi 2026 seri 763 otoritas jasa keuangan rilis daftar 120 fintech lending perbankan digital berizin resmi 2026 per tanggal 2026 02 06 ojk memperbarui direktori entitas keuangan berizin mengimbau masyarakat waspada pinjol ilegal informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 06,"tempo,siaran,pers,resmi,otoritas,jasa,keuangan,rilis,daftar,120,fintech,lending,perbankan,digital,berizin,resmi,2026,seri,763,otoritas,jasa,keuangan,rilis,daftar,120,fintech,lending,perbankan,digital,berizin,resmi,2026,per,tanggal,2026,02,06,ojk,memperbarui,direktori,entitas,keuangan,berizin,mengimbau,masyarakat,waspada,pinjol,ilegal,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,06",66,64,3.0,FAKTA,Tempo - Perbankan & Fintech,https://cekfakta.tempo.co/arsip/2026/1762,2026-02-06 17:59:54,FAKTA,0
827,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN (Seri 764),[Tempo] Siaran Pers Resmi: Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN (Seri 764) Kementerian PUPR selesaikan pembangunan infrastruktur tol dan gedung pemerintahan tahap 2 IKN per tanggal 2026-02-09 Progres pembangunan Ibu Kota Nusantara menunjukkan pencapaian fisik 92 persen untuk sarana air dan jalan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-09.,tempo siaran pers resmi kementerian pupr selesaikan pembangunan infrastruktur tol gedung pemerintahan tahap ikn seri 764 kementerian pupr selesaikan pembangunan infrastruktur tol gedung pemerintahan tahap ikn per tanggal 2026 02 09 progres pembangunan ibu kota nusantara menunjukkan pencapaian fisik 92 persen sarana air jalan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 09,"tempo,siaran,pers,resmi,kementerian,pupr,selesaikan,pembangunan,infrastruktur,tol,gedung,pemerintahan,tahap,ikn,seri,764,kementerian,pupr,selesaikan,pembangunan,infrastruktur,tol,gedung,pemerintahan,tahap,ikn,per,tanggal,2026,02,09,progres,pembangunan,ibu,kota,nusantara,menunjukkan,pencapaian,fisik,92,persen,sarana,air,jalan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,09",64,60,6.2,FAKTA,Tempo - Infrastruktur & IKN,https://cekfakta.tempo.co/arsip/2026/1763,2026-02-09 18:02:11,FAKTA,0
828,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi (Seri 765),[Tempo] Siaran Pers Resmi: Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi (Seri 765) Kementerian Kesehatan tingkatkan cakupan imunisasi nasional dan vaksinasi balita serentak di 38 provinsi per tanggal 2026-02-12 Kemenkes mengonfirmasi ketersediaan vaksin resmi di seluruh puskesmas dan posyandu secara gratis. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-12.,tempo siaran pers resmi kementerian kesehatan tingkatkan cakupan imunisasi nasional vaksinasi balita serentak 38 provinsi seri 765 kementerian kesehatan tingkatkan cakupan imunisasi nasional vaksinasi balita serentak 38 provinsi per tanggal 2026 02 12 kemenkes mengonfirmasi ketersediaan vaksin resmi seluruh puskesmas posyandu gratis informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 12,"tempo,siaran,pers,resmi,kementerian,kesehatan,tingkatkan,cakupan,imunisasi,nasional,vaksinasi,balita,serentak,38,provinsi,seri,765,kementerian,kesehatan,tingkatkan,cakupan,imunisasi,nasional,vaksinasi,balita,serentak,38,provinsi,per,tanggal,2026,02,12,kemenkes,mengonfirmasi,ketersediaan,vaksin,resmi,seluruh,puskesmas,posyandu,gratis,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,12",63,58,7.9,FAKTA,Tempo - Kesehatan Publik,https://cekfakta.tempo.co/arsip/2026/1764,2026-02-12 18:04:28,FAKTA,0
829,CekFakta Tempo,[Tempo] Siaran Pers Resmi: KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi (Seri 766),[Tempo] Siaran Pers Resmi: KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi (Seri 766) KPK dan Kejaksaan Agung selamatkan aset negara sebesar Rp 14.2 triliun dari perkara tindak pidana korupsi per tanggal 2026-02-15 Laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara dari sektor pertambangan dan perkebunan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-15.,tempo siaran pers resmi kpk kejaksaan agung selamatkan aset negara sebesar rupiah 14 triliun perkara tindak pidana korupsi seri 766 kpk kejaksaan agung selamatkan aset negara sebesar rupiah 14 triliun perkara tindak pidana korupsi per tanggal 2026 02 15 laporan penegakan hukum semester awal 2026 mencatat pemulihan aset kerugian negara sektor pertambangan perkebunan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 15,"tempo,siaran,pers,resmi,kpk,kejaksaan,agung,selamatkan,aset,negara,sebesar,rupiah,14,triliun,perkara,tindak,pidana,korupsi,seri,766,kpk,kejaksaan,agung,selamatkan,aset,negara,sebesar,rupiah,14,triliun,perkara,tindak,pidana,korupsi,per,tanggal,2026,02,15,laporan,penegakan,hukum,semester,awal,2026,mencatat,pemulihan,aset,kerugian,negara,sektor,pertambangan,perkebunan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,15",73,69,5.5,FAKTA,Tempo - Hukum & Korupsi,https://cekfakta.tempo.co/arsip/2026/1765,2026-02-15 18:06:45,FAKTA,0
830,CekFakta Tempo,[Tempo] Siaran Pers Resmi: BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba (Seri 767),[Tempo] Siaran Pers Resmi: BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba (Seri 767) BMKG imbau masyarakat pesisir waspada potensi pasang surut air laut dan cuaca ekstrem musim pancaroba per tanggal 2026-02-18 Deputi Bidang Meteorologi BMKG mengeluarkan peringatan dini gelombang tinggi di wilayah perairan Indonesia. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-18.,tempo siaran pers resmi bmkg imbau masyarakat pesisir waspada potensi pasang surut air laut cuaca ekstrem musim pancaroba seri 767 bmkg imbau masyarakat pesisir waspada potensi pasang surut air laut cuaca ekstrem musim pancaroba per tanggal 2026 02 18 deputi bidang meteorologi bmkg mengeluarkan peringatan dini gelombang tinggi wilayah perairan indonesia informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 18,"tempo,siaran,pers,resmi,bmkg,imbau,masyarakat,pesisir,waspada,potensi,pasang,surut,air,laut,cuaca,ekstrem,musim,pancaroba,seri,767,bmkg,imbau,masyarakat,pesisir,waspada,potensi,pasang,surut,air,laut,cuaca,ekstrem,musim,pancaroba,per,tanggal,2026,02,18,deputi,bidang,meteorologi,bmkg,mengeluarkan,peringatan,dini,gelombang,tinggi,wilayah,perairan,indonesia,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,18",68,67,1.5,FAKTA,Tempo - Lingkungan & Cuaca,https://cekfakta.tempo.co/arsip/2026/1766,2026-02-18 18:09:02,FAKTA,0
831,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan (Seri 768),[Tempo] Siaran Pers Resmi: Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan (Seri 768) Kementerian Kominfo blokir 45.000 situs dan rekening judi online serta sindikat penipuan perbankan per tanggal 2026-02-21 Patroli siber Kominfo bekerja sama dengan Bareskrim Polri menindak tegas promosi perjudian daring lintas platform. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-21.,tempo siaran pers resmi kementerian kominfo blokir 45 000 situs rekening judi online serta sindikat penipuan perbankan seri 768 kementerian kominfo blokir 45 000 situs rekening judi online serta sindikat penipuan perbankan per tanggal 2026 02 21 patroli siber kominfo bekerja sama bareskrim polri menindak tegas promosi perjudian daring lintas platform informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 21,"tempo,siaran,pers,resmi,kementerian,kominfo,blokir,45,000,situs,rekening,judi,online,serta,sindikat,penipuan,perbankan,seri,768,kementerian,kominfo,blokir,45,000,situs,rekening,judi,online,serta,sindikat,penipuan,perbankan,per,tanggal,2026,02,21,patroli,siber,kominfo,bekerja,sama,bareskrim,polri,menindak,tegas,promosi,perjudian,daring,lintas,platform,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,21",66,67,-1.5,FAKTA,Tempo - Digital & Siber,https://cekfakta.tempo.co/arsip/2026/1767,2026-02-21 18:11:19,FAKTA,0
832,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia (Seri 769),[Tempo] Siaran Pers Resmi: Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia (Seri 769) Badan Siber dan Sandi Negara lakukan pembaruan sistem keamanan enkripsi pada portal Satu Data Indonesia per tanggal 2026-02-24 BSSN menyatakan pemulihan dan penguatan arsitektur Pusat Data Nasional berjalan sesuai jadwal keamanan internasional. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-24.,tempo siaran pers resmi badan siber sandi negara lakukan pembaruan sistem keamanan enkripsi portal satu data indonesia seri 769 badan siber sandi negara lakukan pembaruan sistem keamanan enkripsi portal satu data indonesia per tanggal 2026 02 24 bssn menyatakan pemulihan penguatan arsitektur pusat data nasional berjalan sesuai jadwal keamanan internasional informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 24,"tempo,siaran,pers,resmi,badan,siber,sandi,negara,lakukan,pembaruan,sistem,keamanan,enkripsi,portal,satu,data,indonesia,seri,769,badan,siber,sandi,negara,lakukan,pembaruan,sistem,keamanan,enkripsi,portal,satu,data,indonesia,per,tanggal,2026,02,24,bssn,menyatakan,pemulihan,penguatan,arsitektur,pusat,data,nasional,berjalan,sesuai,jadwal,keamanan,internasional,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,24",69,66,4.3,FAKTA,Tempo - Keamanan Siber,https://cekfakta.tempo.co/arsip/2026/1768,2026-02-24 18:13:36,FAKTA,0
833,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman (Seri 770),[Tempo] Siaran Pers Resmi: Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman (Seri 770) Kementerian Luar Negeri sukses evakuasi 185 WNI dari wilayah konflik di Timur Tengah secara aman per tanggal 2026-02-27 Kemlu memastikan seluruh warga negara Indonesia dalam kondisi selamat dan mendapatkan pendampingan kekonsuleran. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-02-27.,tempo siaran pers resmi kementerian luar negeri sukses evakuasi 185 wni wilayah konflik timur tengah aman seri 770 kementerian luar negeri sukses evakuasi 185 wni wilayah konflik timur tengah aman per tanggal 2026 02 27 kemlu memastikan seluruh warga negara indonesia kondisi selamat mendapatkan pendampingan kekonsuleran informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 02 27,"tempo,siaran,pers,resmi,kementerian,luar,negeri,sukses,evakuasi,185,wni,wilayah,konflik,timur,tengah,aman,seri,770,kementerian,luar,negeri,sukses,evakuasi,185,wni,wilayah,konflik,timur,tengah,aman,per,tanggal,2026,02,27,kemlu,memastikan,seluruh,warga,negara,indonesia,kondisi,selamat,mendapatkan,pendampingan,kekonsuleran,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,02,27",68,62,8.8,FAKTA,Tempo - Internasional,https://cekfakta.tempo.co/arsip/2026/1769,2026-02-27 18:15:53,FAKTA,0
834,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha (Seri 771),[Tempo] Siaran Pers Resmi: Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha (Seri 771) Bapanas pastikan stok beras cadangan pemerintah dan minyak goreng stabil menjelang perayaan Iduladha per tanggal 2026-03-02 Badan Pangan Nasional memantau harga komoditas pangan pokok di pasar tradisional dan ritel modern. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-02.,tempo siaran pers resmi bapanas pastikan stok beras cadangan pemerintah minyak goreng stabil menjelang perayaan iduladha seri 771 bapanas pastikan stok beras cadangan pemerintah minyak goreng stabil menjelang perayaan iduladha per tanggal 2026 03 02 badan pangan nasional memantau harga komoditas pangan pokok pasar tradisional ritel modern informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 03 02,"tempo,siaran,pers,resmi,bapanas,pastikan,stok,beras,cadangan,pemerintah,minyak,goreng,stabil,menjelang,perayaan,iduladha,seri,771,bapanas,pastikan,stok,beras,cadangan,pemerintah,minyak,goreng,stabil,menjelang,perayaan,iduladha,per,tanggal,2026,03,02,badan,pangan,nasional,memantau,harga,komoditas,pangan,pokok,pasar,tradisional,ritel,modern,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,03,02",65,63,3.1,FAKTA,Tempo - Pangan & Pertanian,https://cekfakta.tempo.co/arsip/2026/1770,2026-03-02 18:18:10,FAKTA,0
835,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi (Seri 772),[Tempo] Siaran Pers Resmi: Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi (Seri 772) Badan Pengawas Obat dan Makanan nyatakan produk pangan lokal terdaftar telah lolos uji laboratorium resmi per tanggal 2026-03-05 BPOM menegaskan keamanan produk konsumsi berlabel izin edar dan membantah isu kandungan berbahaya tanpa bukti. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-05.,tempo siaran pers resmi badan pengawas obat makanan nyatakan produk pangan lokal terdaftar lolos uji laboratorium resmi seri 772 badan pengawas obat makanan nyatakan produk pangan lokal terdaftar lolos uji laboratorium resmi per tanggal 2026 03 05 bpom menegaskan keamanan produk konsumsi berlabel izin edar membantah isu kandungan berbahaya bukti informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 03 05,"tempo,siaran,pers,resmi,badan,pengawas,obat,makanan,nyatakan,produk,pangan,lokal,terdaftar,lolos,uji,laboratorium,resmi,seri,772,badan,pengawas,obat,makanan,nyatakan,produk,pangan,lokal,terdaftar,lolos,uji,laboratorium,resmi,per,tanggal,2026,03,05,bpom,menegaskan,keamanan,produk,konsumsi,berlabel,izin,edar,membantah,isu,kandungan,berbahaya,bukti,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,03,05",70,66,5.7,FAKTA,Tempo - Kesehatan & Farmasi,https://cekfakta.tempo.co/arsip/2026/1771,2026-03-05 18:20:27,FAKTA,0
836,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan (Seri 773),[Tempo] Siaran Pers Resmi: Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan (Seri 773) Kementerian Perhubungan uji coba rangkaian kereta cepat relasi Jakarta-Surabaya tahap studi kelayakan per tanggal 2026-03-08 Kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan Jawa. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-08.,tempo siaran pers resmi kementerian perhubungan uji coba rangkaian kereta cepat relasi jakarta surabaya tahap studi kelayakan seri 773 kementerian perhubungan uji coba rangkaian kereta cepat relasi jakarta surabaya tahap studi kelayakan per tanggal 2026 03 08 kemenhub bersama konsorsium perkeretaapian menuntaskan kajian teknis rute jalur selatan jawa informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 03 08,"tempo,siaran,pers,resmi,kementerian,perhubungan,uji,coba,rangkaian,kereta,cepat,relasi,jakarta,surabaya,tahap,studi,kelayakan,seri,773,kementerian,perhubungan,uji,coba,rangkaian,kereta,cepat,relasi,jakarta,surabaya,tahap,studi,kelayakan,per,tanggal,2026,03,08,kemenhub,bersama,konsorsium,perkeretaapian,menuntaskan,kajian,teknis,rute,jalur,selatan,jawa,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,03,08",60,64,-6.7,FAKTA,Tempo - Transportasi,https://cekfakta.tempo.co/arsip/2026/1772,2026-03-08 18:22:44,FAKTA,0
837,CekFakta Tempo,[Tempo] Siaran Pers Resmi: Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu (Seri 774),[Tempo] Siaran Pers Resmi: Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu (Seri 774) Mahkamah Konstitusi putuskan penegakan batas ambang parlemen dan tata kelola transparansi pemilu per tanggal 2026-03-11 Sidang pleno Mahkamah Konstitusi membacakan amar putusan uji materi undang-undang kepemiluan. Informasi ini dikonfirmasi valid melalui rujukan resmi institusi terkait dan jurnalisme cek fakta Tempo.co pada 2026-03-11.,tempo siaran pers resmi mahkamah konstitusi putuskan penegakan batas ambang parlemen tata kelola transparansi pemilu seri 774 mahkamah konstitusi putuskan penegakan batas ambang parlemen tata kelola transparansi pemilu per tanggal 2026 03 11 sidang pleno mahkamah konstitusi membacakan amar putusan uji materi undang undang kepemiluan informasi dikonfirmasi valid melalui rujukan resmi institusi terkait jurnalisme cek fakta tempo co 2026 03 11,"tempo,siaran,pers,resmi,mahkamah,konstitusi,putuskan,penegakan,batas,ambang,parlemen,tata,kelola,transparansi,pemilu,seri,774,mahkamah,konstitusi,putuskan,penegakan,batas,ambang,parlemen,tata,kelola,transparansi,pemilu,per,tanggal,2026,03,11,sidang,pleno,mahkamah,konstitusi,membacakan,amar,putusan,uji,materi,undang,undang,kepemiluan,informasi,dikonfirmasi,valid,melalui,rujukan,resmi,institusi,terkait,jurnalisme,cek,fakta,tempo,co,2026,03,11",60,61,-1.7,FAKTA,Tempo - Hukum & Tata Negara,https://cekfakta.tempo.co/arsip/2026/1773,2026-03-11 18:25:01,FAKTA,0
